metin,kategori
mersin i dmanyurdu destek bekliyor spor toto süper lig in ilk devresini topladığı 15 puanla 17 sırada tamamlayan mersin i dmanyurdu üst sıralara tırmanmak için destek bekliyor kulüp başkanı ali kahramanlı aa muhabirine yaptığı açıklamada izinli olan takımın 2 ocak ta antalya nın belen ilçesinde kampa gireceğini söyledi yeni yılın ilk günlerinde toplanacak takımın kulübü daha iyi yerlere taşıyabilmek için çaba göstereceğini anlatan kahramanlı şunları kaydetti puan cetvelinde 15 puanımız var üstümüzdeki takımların 16 19 veya 20 puanları var hatta biz sonlarda olmamıza rağmen 5 ile aramızda sadece 9 puan var çok kaybedilmiş bir şey yok aslında ama hatayı kaldırmayan bir dönemdeyiz konunun gereğini transfer komitemiz yapacak böyle bir süreçte herkesin takıma katkı sağlaması lazım bulunduğumuz yeri hak etmiyoruz kötü değil ama sıkıntılı bir yerdeyiz sıkıntıdan kurtulmanın yolu birlik ve beraberlikten geçer bu anlamda herkesin takıma maddi ve manevi destek vermesi gerek kentteki tüm dinamiklere destek çağrısında bulunan kahramanlı başta belediye başkanlarımız ve iş adamlarımız taşın altına elini sokması lazım mersin 2013 akdeniz oyunlarını yapacak bu süreçte mersin i dmanyurdu nun da daha iyi yerlerde olması lazım bu noktada tüm siyasi partilerin de bize yardımcı olması lazım bakanımız zafer çağlayan bu güne kadar bize çok ciddi destekler sundu bundan sonra da aynı desteğini sürdüreceğine inanıyoruz diye konuştu transfer çalışmaları kahramanlı teknik direktör giray bulak ın takımla ilgili rapor hazırladığını raporun 1 2 güne kadar ellerine ulaşacağını söyledi raporda takımdan gönderilmesi gereken isimlerin yer alacağını ve hangi mevkilere kimlerin getirilmesi gerektiği yönünde bilgilerin yer alacağına dikkati çeken kahramanlı ara dönem bizim için önemli bunu en iyi şekilde tamamlamak istiyoruz hatta transfer defterini en yakın sürede tamamlayıp takımı bir arada çalıştırmak istiyoruz bizim en büyük isteğimiz ara dönemde nokta transferler yapıp lig başladığında hızla üst sıralara tırmanmak dedi kahramanlı kardemir karabükspor un kadro dışı bıraktığı mehmet yıldız ve adana demirspor da forma giyen raheem lawal ile görüşüldüğü yönündeki iddiaların hatırlatılması üzerine görüşülen futbolcularla ilgili netleşmeden isim vermelerinin doğru olmayacağını sözlerini ekledi,spor
beşiktaş eksik çalıştı beşiktaş sanica boru elazığspor ile 9 şubat cumartesi günü deplasmanda oynayacağı spor toto süper lig 21 hafta maçının hazırlıklarını sürdürdü teknik direktör samet aybaba yönetiminde bjk nevzat demir tesisleri nde basına kapalı olarak gerçekleştirilen antrenmanda siyah beyazlı futbolcuların 10 istasyondan oluşan parkurda dayanıklılık ve kuvvet çalışmaları yaptığı bildirildi antrenmana milli takımlarında olan necip uysal allan mcgregor oğuzhan özyakup tomas sivok ve veli kavlak ile tedavilerine devam edilen i smail köybaşı hugo almeida uğur boral ve dentinho nun katılmadığı ersan gülüm ün takımla çalıştığı mustafa pektemek in ise takımdan ayrı olarak özel programına devam ettiği kaydedildi siyah beyazlılar bu akşam yapacakları antrenmanla sanica boru elazığspor ile oynayacağı maçın hazırlıklarına devam edecek bu arada bjk esenler futbol okulu öğrencilerinin siyah beyazlı takımın antrenmanını izlediği ifade edildi öğrencilerin antrenman sonrasında futbolculara üstünde teknik direktör samet aybaba ve futbolcular i brahim toraman ile manuel fernandes in maketlerinin yer aldığı bir pasta hediye ettikleri kaydedildi,spor
son 6 maçta tek galibiyet avrupa kupalarında dış sahadaki başarısını spor toto süper lig de gösteremeyen fenerbahçe kayserispor deplasmanında bu kötü istatistiğine son vermek istiyor ligde deplasmanda bu sezon yaptığı 6 maçta sadece 1 kez kazanabilen 4 beraberlik 1 yenilgi alan sarı lacivertliler yarın kayserispor u deplasmanda yenmeyi hedefliyor deplasmanda sadece akhisar belediyespor maçında 3 puan alan fenerbahçe dış sahada toplam 11 puan yitirdi sarı lacivertlilerin spor toto süper lig bu sezonki deplasman karnesi şöyle maç sonuç sanica boru elazığspor fenerbahçe 1 1 i zmir de oynandı sivasspor fenerbahçe 0 0 kasımpaşa fenerbahçe 2 0 bursaspor fenerbahçe 1 1 akhisar belediyespor fenerbahçe 1 2 eskişehirspor fenerbahçe 1 1 kayserispor karşısında ideal 11 sahaya çıkacak ziraat türkiye kupası nda hafta içinde pendikspor ile yapılan maçta yedek oyunculara şans veren fenerbahçe teknik direktörü aykut kocaman kayserispor karşısında ideal 11 ini sahaya sürecek profesyonel futbol disiplin kurulu nun pfdk verdiği 2 maçlık cezası sona eren caner erkin yarınki maçta takımdaki yerini alabilecek fenerbahçe nin kayseri de sahaya çıkması beklenen olası 11 i şöyle volkan demirel gökhan gönül bekir i rtegün yobo hasan ali kaldırım meireles mehmet topal kuyt cristian caner erkin sow kayseri büyükşehir belediyesi kadir has stadı nda saat 19 00 da başlayacak kayserispor fenerbahçe maçını hakem tolga özkalfa yönetecek meireles ceza sınırında fenerbahçe de 3 sarı kartı olan raul meireles sarı kart ceza sınırında bulunuyor ligde trabzonspor eskişehirspor ve gençlerbirliği maçlarında sarı kart gören portekizli futbolcu kayserispor maçında da sarı kart görürse cezalı duruma düşecek ve 15 haftadaki i stanbul büyükşehir belediyespor maçında forma giyemeyecek,spor
karadeniz de deprem karadeniz ve ege de korkutan depremler saat 04 51 de merkez üssü karadeniz in gürcistan açıkları olan 4 1 büyüklüğünde bir deprem meydana geldi boğaziçi üniversitesi kandilli rasathanesi ve deprem araştırma enstitüsü den alınan verilere göre saat 04 51 de gürcistan açıklarında meydana gelen ve 4 1 olarak kaydedilen deprem yerin 5 2 km derinliğinde meydana geldi depremde herhangi bir can ve mal kaybı yaşanmadı ege de sallandı başbakanlık afet ve acil durum yönetimi başkanlığı ndan yapılan açıklamaya göre çanakkale açıklarında saat 21 26 da meydana gelen depremin büyüklüğü 4 2 olarak kaydedildi,guncel
ersan ın müthiş performansı bucks a yetmedi amerikan ulusal basketbol ligi nde nba 12 maç oynandı doğu konferansı nın 3 üncüsü chicago bulls konferansın 7 numarası milwaukee bucks ı deplasmanda 104 88 yendi bulls da oyuna sonradan dahil olan nate robinson 26 dakikada 24 sayı ve 3 top çalma kaydederek sahanın en skorer ismi oldu bir başka yedek oyuncu jimmy butler ın 18 sayı ve 6 ribaundla oynadığı maçta luol deng 12 sayı ve 13 ribaund joakim noah ise 12 sayı ve 12 ribaundla double double yaptı bucks forması giyen ersan i lyasova 18 sayı ve 7 ribaundla takımının en skoreri olurken bucks ın guard ikilisi brandon jennings ve monta ellis yüzde 33 isabetle 15 ve 12 sayı üretebildi samuel dalembert ise 14 sayı 13 ribaund ve 4 blokla bucks ı ayakta tutmaya çalıştı nba de türkiye yi temsil eden bir diğer basketbolcu ömer aşık ın takımı houston rockets ile denver nuggets ın karşılaşmasında gülen taraf 118 110 luk skorla evsahibi nuggets oldu galibiyet serisini 5 maça çıkaran nuggets ın i talyan forveti danilo gallinari 27 sayı 5 ribaund ve 4 blokla takımının skor yükünü çektiği karşılaşmada kenneth faried 19 sayı ve 9 ribaund all star oyuncu andre iguodala ise 15 sayı 5 ribaund ve 6 asistle geceyi tamamladı rockets cephesindeyse jeremy lin in 22 sayı ve 5 asist james harden ve chandler parsons ın 21 er sayısı galibiyete yetmedi ömer aşık ise 10 sayı ve 18 ribaundla oynadı 7 de top kaybetti spurs üst üste 9 uncu galibiyetini aldı yıldız uzunu tim duncan ın bir süredir kadroda yer almadığı batı konferansı lideri san antonio spurs charlotte bobcats i 102 78 mağlup ederek üst üste 9 uncu galibiyetini aldı fransız oyun kurucusu tony parker ın yüzde 90 şut isabetiyle 22 sayı ve 7 asist kaydederek sahanın en skoreri olduğu spurs de kawhi leonard 18 daniel green 17 ve tiago splitter 15 sayıyla galibiyette pay sahibi oldu bobcats de ise oyuna kenardan giren ramon sessions ın 20 sayı ve 3 top çalma ve kemba walker ın 16 sayı ve 6 ribaundluk performansı mağlubiyeti önleyemedi doğu konferansı nın 2 nci basamağındaki new york knikcs in orlando magic i 113 97 yendiği maçta all star oyuncu carmelo anthony üst üste 30 uncu maçında da 20 ve üstü sayı üreterek knicks in kulüp rekorunu kırdı nba e 2 maçla devam edilecek toplu sonuçlar şöyle philadelphia 76ers washington wizards 92 84 indiana pacers detroit pistons 98 79 boston celtics sacramento kings 99 81 new york knicks orlando magic 113 97 atlanta hawks toronto raptors 93 92 brooklyn nets miami heat 105 85 milwaukee bucks chicago bulls 88 104 minnesota timberwolves los angeles clippers 90 96 san antonio spurs charlotte bobcats 102 78 denver nuggets houston rockets 118 110 utah jazz new orleans hornets 104 99 phoenix suns los angeles lakers 92 86,spor
modern pentatlonda buruk sevinç modern pentatlon federasyonu nda 2020 olimpiyatları nın ana spor dalları arasında yer almanın sevinci ve güreş için verilen kararın üzüntüsü birarada yaşanıyorolimpiyat oyunlarından çıkarılacak spor branşları arasında gösterilen modern pentatlonda buruk bir sevinç yaşanıyor modern pentatlon federasyonu tmpf başkanı yaşar akşin uluslararası olimpiyat komitesi nin ioc 12 şubat ta aldığı kararla 2020 olimpiyatları nda yer alacak ana spor branşlarını belirlediğini hatırlattı ioc nin toplantıda televizyon ratingleri bilet satışları küresel popülarite gibi 30 dan fazla konu başlığını mercek altına aldığını yapılan tartışma ve görüşmeler sonunda modern pentatlon branşının olimpiyatlarda olmaya devam etmesine karar verdiğini hatırlattı ioc nin aldığı kararın bu yönüyle kendilerini mutlu ettiğini kaydeden akşin ancak güreşin olimpiyat oyunlarından çıkarılmasının ise kendilerini üzdüğünü ifade etti tmpf nin de üye olduğu uluslarası modern pentatlon birliğinin başkanı ve uluslararası olimpiyat komitesi üyesi klaus schormann ın 17 aralık 2012 de türkiye milli olimpiyat komitesi nin tmok misafiri olarak adaylığının tanıtımı için i stanbul a geldiğini anımsatan akşin şöyle devam etti sayın schormann ın bu talebi üzerine ben de bu toplantıya katıldım bu toplantıda 2020 olimpiyatlarının i stanbul da yapılması konusunda brifing verildi yarışmaların yapılacağı yerle ilgili olarak çalışma yapılmıştır modern pentatlonun geleceği planlarımız düşüncelerimiz ve hedeflerimizi anlattık toplantı çok olumlu geçti sayın schormann olimpiyat sunumundan sonra en iyi dileklerinin türkiye nin yanında olacağını 2020 olimpiyatlarının i stanbul a alınması için destek vereceklerini belirtti schormann ın kendilerine modern pentatlonun oyunlarda kalması için yoğun çaba göstereceğini söylediğini dile getiren akşin sözlerini şöyle tamamladı schormann 2020 olimpiyatlarının i stanbul a verilmesi halinde oyunların modern pentatlon yarışları ile açılacağını ve yarışmaların atatürk olimpiyat stadı nda 75 bin seyirci önünde 5 branşta 5 saat sürecek şekilde düzenleneceğini de bize ifade etti ioc tarafından bizim adımıza alınmış olan karar sevindirici ancak güreş için üzülüyoruz güreş ata sporumuz bugüne kadar türkiye yi bütün platformlarda iyi temsil etti ve adımızı duyurdu bayrağımızı göndere çektirdi i stiklal marşımızı dinletti kararın yanlış olduğunu düşünüyor ve camia olarak üzüntülerimizi ifade ediyoruz,spor
başbakan dan atama isteyen öğretmene cevap o oy senin olsun başbakan recep tayyip erdoğan gaziantep nizip teki açılış töreninde suriye deki gelişmelere geniş yer vererek fetih suriye halkı için yakındır diye konuştu açılış sırasında bir öğretmen başbakan erdoğan a şubat ta atama bekliyoruz dedi başbakan erdoğan da kusura bakmayın ne söylediysek o olur başkası olmaz yanıtını verdi erdoğan bunun üzerine size oy yok diyen kişiye o oy senin olsun al onu kendine sakla dedi polisler kimliği açıklanmayan protestocu öğretmen ile yanındaki bir kişiyi kalabalık arasında gözaltına alıp götürdü bu arada başbakan erdoğan ı taşıyacak helikopterin sisli havada uçuşunun riskli olması nedeniyle i slahiye gezisi iptal edildi başbakan yardımcısı beşir atalay aile ve sosyal politikalar bakanı fatma şahin milli eğitim bakanı ömer dinçer gümrük ve ticaret bakanı hayati yazıcı gıda tarım ve hayvancılık bakanı mehdi eker ak parti genel başkan yardımcısı hüseyin çelik milletvekilleri ve il protokolü ile yaklaşık 2 bin kişinin katıldığı törende konuşan başbakan erdoğan istihdam kapıları açıldıkça heyecanlarının daha da arttığını söyledi erdoğan çünkü bir işsize bir iş kapısı açıldığında adeta o kapıdan asgari 5 kişi giriyor bu bölgelerde bu sayı 7 ye 9 a doğru tırmanıyor her işyerinin açılışı aynı zamanda bir nimet kapısı bundan dolayı ben tüm girişimcilerimizi işverenlerimizi tebrik ediyorum dedi başbakan erdoğan gaziantep yöresinde gıdadan tekstile yoğun sanayileşme olduğuna dikkat çektiği konuşmasını şöyle sürdürdü gaziantep e bu gelişimizin amacı açılış törenleriydi dün açılışını yaptığımız eski rakamla 1 katrilyon 200 trilyon değerindeki 1 milyar 200 milyon lira hizmetler ki 64 farklı başlıktaki bu açılışlarla gaziantep ayrı bir güç kazandı özel sektörümüzün de bu tür girişimleriyle hele hele 5 nci organize sanayi bölgelerinin dolmuş olması şimdi ise 6 ve 7 nci organize sanayi bölgelerinin doluyor olması bizler için gerçekten gurur verici türkiye ye de örnek teşkil ediyor sizlerin bu dayanışması gaziantep i türkiye de örnek şehirlerimizden biri haline getirecektir türkiye nin ihracat kervanındaki bu güçlü yerini gücünü arttırarak devam ettireceğine inanıyorum allah bereketini aynen o mısır tohumlarındaki gibi artırsın diyorum atama i steyen öğretmene o oy seni n olsun başbakan erdoğan yanındaki bakanlarla tesisin açılış kurdelesini keserken kalabalık arasında atanamayan öğretmen olduğu öne sürülen bir kişi şubatta atama bekliyoruz diye bağırdı bunun üzerine başbakan erdoğan kusura bakmayın biz bir şey söylediysek olur ne söylediysek o olur başkası olmaz yanıtını verdi aynı kişinin size oy yok demesi üzerine başbakan erdoğan sağol o oy senin olsun biz öyle spekülasyonlara girmeyiz al onu kendine sakla tamam kendine sakla gereken yere ver bize kimin oy vereceği belli dedi polisler kimliği açıklanmayan protestocu öğretmen ile yanındaki bir kişiyi kalabalık arasında gözaltına alıp götürdü erdoğan ulusalcilarin uzantisi kalabalık arasından en büyük başkan bizim başkan ve türkiye seninle gurur duyuyor sloganları yükselince başbakan erdoğan şöyle devam etti biz sizlerle gurur duyuyoruz biz bu ülkede birliğin beraberliğin dayanışmanın sigortasıyız böyle bu yola çıktık spekülasyonlara prim vermedik bundan sonra da vermeyeceğiz bu ülkede ulusalcı geçinenler önümüzü kesmeye çalıştılar kesemediler kesemeyecekler ulusalcıların uzantısı olmaya aday olanlar bizden bir şey beklemesin bulamayacaklar bunu da özellikle söylüyorum biz milletin temsilcisiyiz bizim rotamızı siz çizdiniz bu rotada biz yürümeye devam edeceğiz yolumuz açık olsun allah bereketli kazançlar nasip etsin açılış kurdelesini kesilmesinin ardından beşler grup yönetim kurulu başkanı mustafa çakmak günün anısına başbakan erdoğan a gümüş işlemeli tepsi hediye etti i slahi ye yolunda si s engeli yle karşilaşti i slahiye i lçesi ndeki adalet sarayı nın açılış töreninde hazırlık yapan görevliler ise başbakan recep tayyip erdoğan ı taşıyan helikopterin yoğun sis nedeniyle gelemeyeceğini duyurdu adliye sarayı nın açılışını adalet bakanı sadullah ergin gerçekleştirdi başbakan erdoğan nizip i lçesi ndeki ziyaretlerle programını sürdürdü,turkiye
culio dan cluj tüyoları galatasaray ın şampiyonlar ligi h grubu nda cluj ile oynayacağı kritik karşılaşma öncesinde sarı kırmızılıların eski oyuncusu juan emmanuel culio rumen basınına önemli açıklamalarda bulundu sezon başında sarı kırmızılı ekipten mersin i dman yurdu na kiralık olarak gönderilen arjantinli oyuncu cfr cluj un bastos kapetanos cadu ve muresan gibi önemli oyuncuları var maçtan maça farklı oynayabiliyorlar örneğin kaybetmelerine karşın manchester united maçında çok iyi oynamışlardı galatasaray oldukça zor bir rakipler karşı karşıya çünkü cluj özellikle iç sahada çok iyi oynayan bir takım ifadelerini kullandı i ki takım arasındaki mücadelenin çok zevkli geçeceğini düşündüğünü belirten başarılı orta saha oyuncusu türkler eğer kazanmak istiyorlarsa özellikle kontrataklara dikkat etmeli galatasaray ın kazanmak için mutlaka savaşması gerekiyor bu maçın bir savaşa benzeyeceğini düşünüyorum şeklinde konuştu galatasaray dan önce cluj la birlikte romanya ligi ve şampiyonlar ligi nde boy gösteren juan emmanuel culio 2010 2011 sezonunun ara transfer döneminde galatasaray a transfer olmuş ardından sezon sonunda orduspor a kiralanmıştı başarılı futbolcu orduspor da başarılı bir sezon geçirmesine karşın bu sezon yeniden mersin i dman yurdu na kiralık olarak gönderilmişti,spor
i lginç pantolon yasağı sonunda kaldırıldı paris te 1800 yılında alınan bir karar gereği resmî olarak 213 yıldır var olan pantolon yasağı hükümet tarafından kaldırıldı kadınlar artık pantolon giymek için resmen izinli yıllardır paris i ziyaret eden ya da orada yaşayan kadınlar farkında olmadan bir suç işliyordu zira 1800 yılında kabul edilen bir yasaya göre fransa nın başkenti paris te kadınların polisten izin almadan pantolon giymesi yasaktı fransız hükümeti artık günümüzde faal olarak uygulanmasa da resmî olarak yürürlükte bulunan yasayı kaldırdı fransız kadın hakları bakanı najat vallaud belkacem yaptığı açıklamada yasağın anayasa ve avrupa i nsan hakları konvansiyonu ile garanti altına alınan kadın erkek eşitliğine aykırı olduğunu kaydetti vallaud belkacem bu düzenleme kadınların erkeklerin tarzında giyinerek belirli bazı ofis ve mesleklere erişimini engellemeyi amaçlıyordu şeklinde konuştu söz konusu pantolon yasağı 1892 ve 1909 yıllarında at ya da bisiklet kullanan kadınlar için yumuşatılmıştı dw türkçe,dunya
femen lere papa ra ukraynalı feminist grup femen bu kez vatikan da sansasyonel bir eyleme imza attı papa nın pazar ayininde konuşacağı sırada soyunan femen kızları eşcinseller için eşitlik taleplerini dile getirdi eylemcilerin sırtında abd doları nın üzerindeki in god we trust tanrı ya güveniyoruz sözüne atıfta bulunularak in gay we trust gaylere güveniyoruz yazısının bulunması dikkati çekti,dunya
türkan şoray albüm yapacak sinemam ve ben kitabıyla gündeme oturan türkan şoray ın şimdiki hedefi ise albüm yapmak sanatçı türkan şoray kendi sesinden albüm yapmak istediğini söyledi şoray ın sinemam ve ben adlı kitabı için tekirdağ daki bir alışveriş merkezinde imza günü düzenlendi i mza gününe şoray ın hayranları büyük ilgi gösterdi alışveriş merkezinde uzun kuyruklar oluştu kitap imzalatan hayranlarıyla sohbet edip fotoğraf çektiren şoray ardından hayranlarının sorularını yanıtladı sultan ın albüm hazırlığı türkan şoray imza günü sırasında aa muhabirine yaptığı açıklamada kendisini sevenlere bir albüm yapmak istediğini belirterek henüz tam bir karar vermediğini söyledi şoray beni sevenlere hatıra olarak bir tek albüm çıkarıp çıkarmama kararı arasında kaldım biraz düşündükten sonra sadece kendi sesimden bir albüm yapmayı uygun buldum ancak durup dururken neden albüm yaptı derler diye korkuyorum o yüzden tam karar veremedim ama gittiğim yerlerde tüm vatandaşlar albüm çıkarmam yönünde görüş belirtiyor diye konuştu,genel
putin den polise eleştiri her iki suçtan biri faili meçhul rusya devlet başkanı vladimir putin ülkede suçların yüzde 45 inin faili meçhul olarak kaldığını bunun güvenlik görevlileri açısından verimli bir çalışma olmadığını söyledi i çişleri bakanlığı nın yıllık programında konuşan putin toplamda olayların yüzde 45 i aydınlatılamamış bu iki suçtan biri demek bu açık bir şekilde yasal görevlilerin işlerini verimli bir şekilde yapmadıklarını gösteriyor eleştirisi getirdi rusya da 2012 de suç oranlarının yüzde 4 3 oranında azaldığının memnuniyet verici olduğunu kaydeden putin aydınlatılamayan suçların sayısının arttığını hatırlattı 2012 de rusya da 24 ü doğrudan terör saldırısı olmak üzere 637 adet terörle irtibatlı suçun kayda girdiğini ifade eden putin aşırılıkçı yapılarla sert bir şekilde mücadele edilmesini talep etti rusya da 2011 de 1 2 milyon polis gücünün modernizasyonu için reform süreci başlattı 200 bin polis memuru adaptasyon testinden geçemediği için görevden ayrılırken maaşlarda iyileştirme yapıldı ve sovyet döneminden kalma militsa tanımı evrensel olarak kullanılan polis ifadesi ile değiştirildi,dunya
nuri şahin dortmund a geri döndü real madrid e geçen sezon transfer olan ancak fazla forma şansı bulamayan bu yüzden de bu sezon başında liverpool a kiralanan nuri şahin eski takımı borussia dortmund a geri göndü alman basınına göre borussia dortmund milli futbolcumuz nuri şahin i 1 5 yıllığına kiralık olarak renklerine kattı,genel
g saray onu resmen açıkladı galatasaray medical park carlos arroyo ile resmi sözleşme imzalandığını duyurdu galatasaray medicalpark eski beşiktaşlı carlos arroyo ile resmi sözleşme imzalandığını açıkladı sarı kırmızılı kulübün resmi sitesinden yapılan açıklamada arroyo ile 1 1 yıllık anlaşma yapıldığı duyuruldu,spor
600 bin tl lik borcu sildirdi başbakan erdoğan geçen ay gürses i hastanede ziyaret etmişti gürses in son albümü veda nın yapımcısı medeni uçar başbakan ın sanatçının hastane borçlarını sildirdiğini açıkladı başbakanımız ziyaretinde sanatçının hastaneye olan 600 bin tl lik borcunu sildirdi uçar ayrıca veda isimli albüm öncesinde gürses e nakit ödeme yaptığını ancak sanatçının kendisine neden peşin veriyorsun ki ya ölürsem diye sorduğunu ölümünü önceden hissetmiş olabileceğini söyledi bi zi birakti gi tti i ti razimiz var i bo dan şok müslüm gürses açiklamasi paramparça bi r hayat,genel
arabaya servis mücevher diva nın alışverişi böyle olur mücevher almak için mağazalara gitmekten sıkılan bülent ersoy altın ve pırlantaları vip minibüsüne getirtti parçaları tek tek deneyen ersoy 70 bin liralık takı aldı samet aday magazi n mücevhere olan merakıyla bilinen bülent ersoy alışverişte devrim yarattı önceki akşam etiler deki akmerkez in önüne vip minibüsünü çeken ersoy aracın içinde takı beğenirken objektiflere takıldı dünyaca ünlü bir mücevher markasının temsilcisini minibüse kadar getirtip altın ve pırlanta kolyeleri bilezikleri deneyen diva 70 bin lira değerinde takı aldı o kadar para veriyoruz hep ben mi onlara gideceğim biraz da onlar bana gelsin diyen sanatçı meşhur kahkahasını attıktan sonra evinin yolunu tuttu,genel
sneijder ile görüşen terim in ilk sözleri sneijder i odasında karşılaşayan terim sarı kırmızılı ekibin yeni yıldızıyla ilgili olarak ilk değerlendirmesini yaptı wesley sneijder atatürk havalimanı ndan ayrılarak fatih terim ile tanışmak üzere florya metin oktay tesisleri ne geldi terim in odasındaki tanışmada ali dürüst ve abdurrahim albayrak da vardı terim çok önemli bir transfer gerçekleştirdik onun burada olmasından dolayı çok mutluyuz adaptasyon sürecinin çok uzun süreceğini düşünmüyorum hemen yaırn idmanlara başlayacağız en kısa zamanda hazır olacaktır bu transferde emeği geçen herkese çok teşekkür ediyorum dedi,spor
en çok yıldız oyuncu kobe bryant kaçırdı los angeles lakers ın yıldız basketbolcusu kobe bryant nba tarihinin en fazla şut kaçıran oyuncusu oldu los angeles lakers ın yıldız oyuncusu kobe bryant 14 yıllık nba kariyerinde kaçırdığı 15 310 atışla bu kategoride nba tarihinin bir numaralı ismi oldu kobe bryant ın arkasında yer alan isimler ise şunlar john havlicek 15 295 karl malone 14 707 michael jordan 14 654 kareem abdul jabbar 14 536,spor
hidayet türkoğlu potalara geri dönüyor parmağı kırılan ve kısa süreliğine potalardan uzak kalmak zorunda kalan hidayet türkoğlu nun elindeki alçı çıkarıldı ve başarılı sporcunun potalara geri döneceği açıklandı i dmanlarına tüm hızıyla devam eden hidayet türkoğlu aralık sonunda tekrar basketbol sahalarında olacağını belirtti kısa bir süre potadan uzak kalan hidayet türkoğlu bu süreçte boş durmadı bir taraftan sakatlığını etkilemeyecek şekilde idmanlarıını sürdüren hidayet türkoğlu diğer taraftan da eşi banu türkoğlu nun aralıksız sürdürdüğü sosyal sorumluluk projelerine destek verdi hidayet türkoğlu magic youth foundation tarafından organize edilen ve nba cares adı altında yapılan eşi banu türkoğlu nun da gönüllü olarak çalıştığı florida hospital walt disney pavillion unda hasta çocukları ziyaret etti onkoloji bölümünü basketbolun bir diğer yıldızı takım arkadaşı kyle o quinn ile birlite ziyaret eden hidayet türkoğlu çocukların mutluluğu bizi de çok mutlu etti amacımız onlara biraz moral vermek ve sıkıntılarını paylaşmaktı umarız bir nebze de olsa katkımız olmuştur onların yüzlerindeki mutluluğu görmek bizi çok sevindirdi dedi ci han,spor
kleopatra nın kardeşi efes te arkeolog thuer kleopatra nın öldürttüğü kardeşi 4 arsinöe nin mezarının efes te olduğunu iddia etti ancak dna testlerinin kesin sonuç vermemesi nedeniyle thuer e karşı çıkanlar da var avusturya bilimler akademisi nden arkeolog dr hilke thuer kleopatra nın öldürttüğü kız kardeşi prenses dördüncü arsinöe nin mezarının i zmir efes harabeleri nde olduğunu iddia etti ancak bu tezi arkeoloji dünyasında tartışmalara neden oldu çünkü arsinöe ye ait olduğu belirtilen kemiklerin çok fazla aşınmış olması nedeniyle dna testlerinde kesin sonuç alınamadı charlotte news observer a konuşan dr thuer dna testi umduğumuz sonuçları vermedi dese de bugün kuzey carolina da bulunan raleigh tarih müzesi nde bulgularıyla ilgili bir konferans verecek arsinöe kleopatra nın küçük kardeşiydi roma i mparatoru jül sezar kleopatra ya destek verirken arsinöe de sezar a ve roma ordusuna direnen mısır ordusuna katılmıştı roma savaşı kazanınca arsinöe de esir alındı efes te sürgün hayatı yaşamasına izin verilen arsinöe yi bir tehdit olarak gören kleopatra kız kardeşini mö 41 yılında öldürttü kazılar 1904 te başladı 1904 yılında efes te kazılara başlayan arkeologlar 1926 da bir genç kadına ait olduğu belirlenen kemikler buldu bulunan iskeletin kafatası i kinci dünya savaşı nda kayboldu ancak geri kalan kısımları 1985 te lahit odasının iki farklı nişinde dr thuer tarafından bulundu kemiklerin 15 16 yaşındaki bir kıza ait olduğunu gösteren adli tıp kanıtlarına da karşı çıkan dr thuer bunun bir tür akademik kıskançlık olduğunu ifade ediyor,dunya
çalışanlarını android kullanmaya zorluyor facebook android tabanlı telefonlardaki uygulamasının performansından memnun olmadığı için şirket içi bir kampanya başlattı techcrunh kampanya kapsamında bazı çalışanların facebook un android uygulamalarını kullanmaya zorlandığını iddia etti facebook çalışanlarına iphone dağıtmasıyla bilinen şirketlerden biri bu uygulama son dönemde mobil cihazlara odaklanan şirketin ios işletim sistemindeki uygulamasının başarılı olmasında büyük rol oynadı ancak aynı durum akıllı telefon piyasasının yüzde 72 sini ele geçiren android için aynı seviyede değil bu sebeple başlatılan droidfood adlı projenin amacı çalışanları android uygulamasının geliştirilmesi için teşvik etmek üye sayısı bir milyarı aşan sosyal medya ağı android tabanlı mobil cihaz kulllanıcılarından gelen bazı şikayetler üzerine kolları sıvadı şirket içinde başlatılan droidfood kampanyası çalışanları android platformunu kullanmaya teşvik ediyor facebook konuyu o kadar ciddiye alıyor ki personeline android tabanlı cihazlara geçmeleri yönünde uyarıda bulunan posterler kullanıyor baski var çalışanlarının artık ağırlıklı olarak android tabanlı cihazlar kullanmalarını isteyen facebook böylece şirketin android uygulamasındaki açıkların tespit edilmesini ve bu açıkları en kısa zamada kapatmayı istiyor techcrunch sitesinin verdiği haberde ilginç bir iddia da var buna göre facebook zaten android tabanlı mobil cihazlar kullanan çalışanlarına facebook ve facebook messenger uygulaması kullanmaları için baskı yapıyor teccrunh droidfood yerine böcek geri bildirim aracı hayata geçirilmesi ve kimseye baskı uygulanmaması tavsiyesinde bulundu,teknoloji
2013 te boğaziçi köprüsü nde çalışma var ulaştırma denizcilik ve haberleşme bakanı binali yıldırım i stanbul da dördüncü nesil 4g haberleşme teknolojisi geliştirme projesi nin ulak imza töreni sonrası gazetecilerin sorularını yanıtladı yıldırım boğaziçi köprüsü nde gerçekleşecek bakım çalışmalarıyla ilgili çalışmalar gece yapılacak gündüz trafik akışı devam edecek diye konuştu yıldırım birinci köprünün bakımıyla ilgili planlamayı yaptık büyük oranım yapılırken trafik sıkıntısının minimum düzeyde tutulması için gerekli tedbirleri aldık köprünün bakımı 2013 içerisinde başlayacak dedi boğaziçi köprüsü 40 yılını doldurması nedeniyle büyük bakıma alınacak ntvmsnbc,turkiye
